book,chapter,verse,content_mismatch_summary,issue_count,order_differs_from_greek_syntax_informational_only,tr_scrivener_sequence,db_sequence,content_mismatch_detail
Mrk,14,31,mixed_content,2,yes,"ὁ δὲ ἐκπερισσῶς ἔλεγεν μᾶλλον· ἐὰν δέῃ με συναποθανεῖν σοι, οὐ μή σε ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον.¶",ο δε ελεγεν περισσου μαλλον εαν με δεη συναποθανειν εκ σοι ου μη απαρνησομαι σε ωσαυτως δε και ελεγον παντες,"DIFFERENT FORM: same Strong's G1537, TR 'ἐκπερισσῶς' vs DB 'εκ' | EXTRA: DB has 'περισσου' (G4053), no TR counterpart anywhere in verse"
Mrk,14,46,extra_word,1,yes,οἱ δὲ ἐπέβαλον τὰς χεῖρας αὐτῶν καὶ ἐκράτησαν αὐτόν.,οι δε επεβαλον αυτων ὁ χειρας επ και εκρατησαν αυτον,"EXTRA: DB has 'επ' (G1909), no TR counterpart anywhere in verse"
Mrk,14,51,extra_word,1,yes,"καὶ εἷς νεανίσκος τις αὐτῷ περιβεβλημένος σινδόνα ἐπὶ γυμνοῦ, καὶ κρατοῦσιν αὐτόν οἱ νεανίσκοι.",και ηκολουθει αυτω εις τις νεανισκος περιβεβλημενος σινδονα επι γυμνου και ὁ νεανισκοι κρατουσιν αυτον,"EXTRA: DB has 'ηκολουθει' (G0190), no TR counterpart anywhere in verse"
Mrk,15,2,extra_word,1,yes,Καὶ ἐπηρώτησεν αὐτὸν ὁ Πιλᾶτος· σὺ εἶ ὁ βασιλεὺς τῶν Ἰουδαίων; ὁ δὲ ἀποκριθεὶς αὐτῷ σὺ λέγεις.,ο των και ὁ πιλατος επηρωτησεν αυτον ει συ ὁ βασιλευς ιουδαιων δε αποκριθεις ειπεν αυτω συ λεγεις,"EXTRA: DB has 'ειπεν' (G3004), no TR counterpart anywhere in verse"
Mrk,15,3,extra_word,4,yes,καὶ κατηγόρουν αὐτοῦ οἱ ἀρχιερεῖς πολλά.¶,και ὁ αρχιερεις κατηγορουν αυτου πολλα δε αυτος απεκρινατο ουδεν,"EXTRA: DB has 'δε' (G1161), no TR counterpart anywhere in verse | EXTRA: DB has 'αυτος' (G0846), no TR counterpart anywhere in verse | EXTRA: DB has 'απεκρινατο' (G0611), no TR counterpart anywhere in verse | EXTRA: DB has 'ουδεν' (G3762), no TR counterpart anywhere in verse"
Mrk,15,20,extra_word,2,yes,"καὶ ὅτε ἐνέπαιξαν αὐτῷ, ἐξέδυσαν αὐτὸν τὴν πορφύραν καὶ ἐνέδυσαν αὐτὸν τὰ ἱμάτια καὶ ἐξάγουσιν αὐτὸν ἵνα σταυρώσωσιν αὐτόν.",τα και οτε ενεπαιξαν αυτω εξεδυσαν ὁ πορφυραν αυτον και ενεδυσαν ιδια ὁ ιματια αυτον και αυτον εξαγουσιν ινα σταυρωσωσιν αυτον,"EXTRA: DB has 'ιδια' (G2398), no TR counterpart anywhere in verse | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Mrk,15,32,word_substitution,1,yes,"ὁ χριστός, ὁ βασιλεὺς τοῦ Ἰσραήλ, καταβάτω νῦν ἀπὸ τοῦ σταυροῦ ἵνα ἴδωμεν καὶ πιστεύσωμεν καὶ οἱ συνεσταυρωμένοι αὐτῷ ὠνείδιζον αὐτόν.¶",του ὁ χριστος ὁ βασιλευς ισραηλ καταβατω νυν απο ὁ σταυρου ινα ιδωμεν και πιστευσωμεν και οι συνεσταυρωμενοι αυτω ωνειδιζον αυτον,"DIFFERENT FORM: same Strong's G3588, TR 'τοῦ' vs DB 'οι'"
Mrk,16,9,word_substitution,1,yes,"[[Ἀναστὰς δὲ πρωῒ πρώτῃ σαββάτου ἐφάνη πρῶτον Μαρίᾳ τῇ Μαγδαληνῇ, ἀφ᾽ ἧς ἐκβεβλήκει ἑπτὰ δαιμόνια.",δε αναστας πρωι πρωτη σαββατου εφανη πρωτον μαρια ὁ μαγδαληνη αφ ης εκβεβληκει επτα δαιμονια,"DIFFERENT FORM: same Strong's G0450, TR '[[Ἀναστὰς' vs DB 'αναστας'"
Mrk,16,14,missing_word,1,yes,"ὕστερον δὲ ἀνακειμένοις αὐτοῖς τοῖς ἕνδεκα ἐφανερώθη, καὶ ὠνείδισεν τὴν ἀπιστίαν αὐτῶν καὶ σκληροκαρδίαν ὅτι τοῖς θεασαμένοις αὐτὸν ἐγηγερμένον οὐκ ἐπίστευσαν.¶",τοις υστερον εφανερωθη ενδεκα αυτοις ανακειμενοις και ωνειδισεν αυτων ὁ απιστιαν και σκληροκαρδιαν οτι επιστευσαν ουκ τοις θεασαμενοις αυτον εγηγερμενον,"MISSING: TR has 'δὲ' (G1161), no match anywhere in DB verse"
Phm,1,6,strongs_mismatch,1,yes,ὅπως ἡ κοινωνία τῆς πίστεώς σου ἐνεργὴς γένηται ἐν ἐπιγνώσει παντὸς ἀγαθοῦ τοῦ ἐν ὑμῖν εἰς Χριστόν Ἰησοῦν.,οπως ὁ κοινωνια σου ὁ πιστεως γενηται ενεργης εν επιγνωσει παντος αγαθου του εν υμιν εις χριστον ιησουν,"STRONGS MISMATCH: word text matches ('ὑμῖν'); expected Strong's (TR/TAGNT G5213, cross-walked to this DB's lexeme numbering: G1473/G3165/G5213) vs DB actual 'υμιν'=G4771"
Phm,1,7,mixed_content,2,yes,"Χάριν γὰρ πολλὴν καὶ παράκλησιν ἐπὶ τῇ ἀγάπῃ σου, ὅτι τὰ σπλάγχνα τῶν ἁγίων ἀναπέπαυται διὰ σοῦ, ἀδελφέ.¶",γαρ εχομεν πολλην χαραν και παρακλησιν επι σου ὁ αγαπη οτι ὁ σπλαγχνα ὁ αγιων αναπεπαυται δια σου αδελφε,"DIFFERENT FORM: same Strong's G5485, TR 'Χάριν' vs DB 'χαραν' | EXTRA: DB has 'εχομεν' (G2192), no TR counterpart anywhere in verse"
Phm,1,25,missing_word,8,yes,ἡ χάρις τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ μετὰ τοῦ πνεύματος ὑμῶν. ἀμήν. Πρός Φιλήμονα ἐγράφη ἀπό Ῥώμης διά Ὀνησίμου οἰκέτου.¶,ὁ χαρις ημων ὁ κυριου ιησου χριστου μετα υμων ὁ πνευματος αμην,"MISSING: TR has 'Πρός' (G4314), no match anywhere in DB verse | MISSING: TR has 'Φιλήμονα' (G5371), no match anywhere in DB verse | MISSING: TR has 'ἐγράφη' (G1125), no match anywhere in DB verse | MISSING: TR has 'ἀπό' (G0575), no match anywhere in DB verse | MISSING: TR has 'Ῥώμης' (G4516), no match anywhere in DB verse | MISSING: TR has 'διά' (G1223), no match anywhere in DB verse | MISSING: TR has 'Ὀνησίμου' (G3682), no match anywhere in DB verse | MISSING: TR has 'οἰκέτου.¶' (G3610), no match anywhere in DB verse"
Php,1,7,extra_word,1,yes,"καθώς ἐστιν δίκαιον ἐμοὶ τοῦτο φρονεῖν ὑπὲρ πάντων ὑμῶν διὰ τὸ ἔχειν με ἐν τῇ καρδίᾳ ὑμᾶς, ἔν τε τοῖς δεσμοῖς μου καὶ τῇ ἀπολογίᾳ καὶ βεβαιώσει τοῦ εὐαγγελίου συγκοινωνούς μου τῆς χάριτος πάντας ὑμᾶς ὄντας.¶",καθως εστιν δικαιον εμοι φρονειν τουτο υπερ υμων παντων δια με εχειν υμας εν καρδια εν τε ὁ μου ὁ δεσμοις και ὁ απολογια και βεβαιωσει ὁ ευαγγελιου υμας παντας οντας συγκοινωνους ὁ μου ὁ χαριτος το,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Php,1,14,mixed_content,2,yes,καὶ τοὺς πλείονας τῶν ἀδελφῶν ἐν κυρίῳ πεποιθότας τοῖς δεσμοῖς μου περισσοτέρως τολμᾶν ἀφόβως τὸν λόγον λαλεῖν.,και πλειονας ὁ αδελφων εν κυριω πεποιθοτας ὁ μου ὁ δεσμοις περισσοτερως τολμαν λαλειν ὁ λογον αφοβως τους,"STRONGS MISMATCH: word text matches ('περισσοτέρως'); expected Strong's (TR/TAGNT G4056, cross-walked to this DB's lexeme numbering: G4056) vs DB actual 'περισσοτερως'=G4057 | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Php,1,27,strongs_mismatch,1,yes,"μόνον ἀξίως τοῦ εὐαγγελίου τοῦ Χριστοῦ πολιτεύεσθε, ἵνα εἴτε ἐλθὼν καὶ ἰδὼν ὑμᾶς εἴτε ἀπὼν ἀκούσω τὰ περὶ ὑμῶν ὅτι στήκετε ἐν ἑνὶ πνεύματι, μιᾷ ψυχῇ συναθλοῦντες τῇ πίστει τοῦ εὐαγγελίου,",μονον πολιτευεσθε αξιως ὁ ευαγγελιου ὁ χριστου ινα ειτε ελθων και ιδων υμας ειτε απων ακουσω υμων τα περι οτι στηκετε εν ενι πνευματι μια ψυχη συναθλουντες ὁ πιστει ὁ ευαγγελιου,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
Php,1,30,mixed_content,2,yes,τὸν αὐτὸν ἀγῶνα ἔχοντες οἷον ἴδετε ἐν ἐμοὶ καὶ νῦν ἀκούετε ἐν ἐμοί.¶,εχοντες αυτον ὁ αγωνα οιον ειδετε εν εμοι και νυν ακουετε εν εμοι,"MISSING: TR has 'ἴδετε' (G1492), no match anywhere in DB verse | EXTRA: DB has 'ειδετε' (G3708), no TR counterpart anywhere in verse"
Php,2,8,extra_word,5,yes,"ἐταπείνωσεν ἑαυτὸν γενόμενος ὑπήκοος μέχρι θανάτου, θανάτου δὲ σταυροῦ·",και ευρεθεις σχηματι ως ανθρωπος εταπεινωσεν εαυτον γενομενος υπηκοος μεχρι θανατου δε θανατου σταυρου,"EXTRA: DB has 'και' (G2532), no TR counterpart anywhere in verse | EXTRA: DB has 'ευρεθεις' (G2147), no TR counterpart anywhere in verse | EXTRA: DB has 'σχηματι' (G4976), no TR counterpart anywhere in verse | EXTRA: DB has 'ως' (G5613), no TR counterpart anywhere in verse | EXTRA: DB has 'ανθρωπος' (G0444), no TR counterpart anywhere in verse"
Php,2,12,strongs_mismatch,1,yes,"Ὥστε, ἀγαπητοί μου, καθὼς πάντοτε ὑπηκούσατε, μὴ ὡς ἐν τῇ παρουσίᾳ μου μόνον ἀλλὰ νῦν πολλῷ μᾶλλον ἐν τῇ ἀπουσίᾳ μου, μετὰ φόβου καὶ τρόμου τὴν ἑαυτῶν σωτηρίαν κατεργάζεσθε·",ωστε μου αγαπητοι καθως παντοτε υπηκουσατε μη ως εν μου ὁ παρουσια μονον αλλα νυν πολλω μαλλον εν μου ὁ απουσια κατεργαζεσθε εαυτων σωτηριαν μετα φοβου και τρομου την,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
Php,2,21,word_substitution,1,yes,"οἱ πάντες γὰρ τὰ ἑαυτῶν ζητοῦσιν, οὐ τὰ τοῦ Ἰησοῦ Χριστοῦ·",γαρ παντες ζητουσιν εαυτων ου τα ιησου ὁ χριστου οι τα,"DIFFERENT FORM: same Strong's G3588, TR 'τοῦ' vs DB 'οι'"
Php,2,27,strongs_mismatch,1,yes,"καὶ γὰρ ἠσθένησεν παραπλήσιον θανάτῳ· ἀλλ᾽ ὁ θεὸς ἠλέησεν αὐτόν, οὐκ αὐτὸν δὲ μόνον ἀλλὰ καὶ ἐμέ, ἵνα μὴ λύπην ἐπὶ λύπην σχῶ.",γαρ και ησθενησεν παραπλησιον θανατω αλλ ὁ θεος ηλεησεν αυτον δε ουκ αυτον μονον αλλα εμε και ινα μη σχω λυπην επι λυπη,"STRONGS MISMATCH: word text matches ('μόνον'); expected Strong's (TR/TAGNT G3441, cross-walked to this DB's lexeme numbering: G3441) vs DB actual 'μονον'=G3440"
Php,3,3,word_substitution,1,yes,"ἡμεῖς γάρ ἐσμεν ἡ περιτομή, οἱ πνεύματι Θεῷ λατρεύοντες καὶ καυχώμενοι ἐν Χριστῷ Ἰησοῦ καὶ οὐκ ἐν σαρκὶ πεποιθότες,",γαρ ημεις εσμεν ὁ περιτομη λατρευοντες θεω πνευματι και καυχωμενοι εν χριστω ιησου και ουκ πεποιθοτες εν σαρκι οι,"DIFFERENT FORM: same Strong's G3588, TR 'ἡ' vs DB 'οι'"
Php,3,10,extra_word,1,yes,"τοῦ γνῶναι αὐτὸν καὶ τὴν δύναμιν τῆς ἀναστάσεως αὐτοῦ καὶ τὴν κοινωνίαν τῶν παθημάτων αὐτοῦ συμμορφιζόμενος τῷ θανάτῳ αὐτοῦ,",του γνωναι αυτον και δυναμιν ὁ αυτου ὁ αναστασεως και ὁ κοινωνιαν ὁ αυτου ὁ παθηματων συμμορφουμενος αυτου ὁ θανατω,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Php,3,13,word_substitution,1,yes,"Ἀδελφοί, ἐγὼ ἐμαυτὸν οὔπω λογίζομαι κατειληφέναι· ἓν δέ, τὰ μὲν ὀπίσω ἐπιλανθανόμενος, τοῖς δὲ ἔμπροσθεν ἐπεκτεινόμενος,",αδελφοι εγω λογιζομαι ου εμαυτον κατειληφεναι δε μεν εν επιλανθανομενος τα οπισω δε επεκτεινομενος τοις εμπροσθεν,"DIFFERENT FORM: same Strong's G3768, TR 'οὔπω' vs DB 'ου'"
Php,3,19,word_substitution,1,yes,"ὧν τὸ τέλος ἀπώλεια, ὧν ὁ θεὸς ἡ κοιλία καὶ ἡ δόξα ἐν τῇ αἰσχύνῃ αὐτῶν, οἱ τὰ ἐπίγεια φρονοῦντες.",ων ὁ τελος απωλεια ων ὁ θεος ὁ κοιλια και ὁ δοξα εν αυτων ὁ αισχυνη οι φρονουντες επιγεια τα,"DIFFERENT FORM: same Strong's G3588, TR 'τῇ' vs DB 'οι'"
Php,4,12,missing_word,1,yes,"οἶδα δὲ ταπεινοῦσθαι, οἶδα καὶ περισσεύειν· ἐν παντὶ καὶ ἐν πᾶσιν μεμύημαι καὶ χορτάζεσθαι καὶ πεινᾶν καὶ περισσεύειν καὶ ὑστερεῖσθαι·",οιδα και ταπεινουσθαι οιδα περισσευειν εν παντι και εν πασιν μεμυημαι και χορταζεσθαι και πειναν και περισσευειν και υστερεισθαι,"MISSING: TR has 'δὲ' (G1161), no match anywhere in DB verse"
Php,4,23,missing_word,7,yes,Ἡ χάρις τοῦ κυρίου ἡμῶν Ἰησοῦ Χριστοῦ μετὰ πάντων ὑμῶν. ἀμήν. πρός Φιλιππησίους ἐγράφη ἀπό Ῥώμης δι᾽ Ἐπαφροδίτου.¶,χαρις ὁ ημων ὁ κυριου ιησου χριστου μετα υμων παντων αμην,"MISSING: TR has 'πρός' (G4314), no match anywhere in DB verse | MISSING: TR has 'Φιλιππησίους' (G5374), no match anywhere in DB verse | MISSING: TR has 'ἐγράφη' (G1125), no match anywhere in DB verse | MISSING: TR has 'ἀπό' (G0575), no match anywhere in DB verse | MISSING: TR has 'Ῥώμης' (G4516), no match anywhere in DB verse | MISSING: TR has 'δι᾽' (G1223), no match anywhere in DB verse | MISSING: TR has 'Ἐπαφροδίτου.¶' (G1891), no match anywhere in DB verse"
Rev,1,4,extra_word,2,yes,Ἰωάννης ταῖς ἑπτὰ ἐκκλησίαις ταῖς ἐν τῇ Ἀσίᾳ· χάρις ὑμῖν καὶ εἰρήνη ἀπὸ τοῦ ὁ ὢν καὶ ὁ ἦν καὶ ὁ ἐρχόμενος καὶ ἀπὸ τῶν ἑπτὰ πνευμάτων ἃ ἐστιν ἐνώπιον τοῦ θρόνου αὐτοῦ,ιωαννης ὁ επτα ὁ εκκλησιαις ταις εν ὁ ασια χαρις υμιν και ειρηνη απο του ὁ ων και ο ην και ὁ ερχομενος και απο ὁ επτα ὁ πνευματων α εστιν ενωπιον αυτου ὁ θρονου,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Rev,1,9,missing_word,1,yes,"Ἐγὼ Ἰωάννης, ὁ καὶ ἀδελφὸς ὑμῶν καὶ συγκοινωνὸς ἐν τῇ θλίψει καὶ ἐν τῇ βασιλείᾳ καὶ ὑπομονῇ Ἰησοῦ Χριστῷ, ἐγενόμην ἐν τῇ νήσῳ τῇ καλουμένῃ Πάτμῳ διὰ τὸν λόγον τοῦ θεοῦ καὶ διὰ τὴν μαρτυρίαν Ἰησοῦ Χριστοῦ.",εγω ιωαννης και υμων αδελφος και συγκοινωνος εν ὁ θλιψει και εν ὁ βασιλεια και υπομονη ιησου εγενομην εν ὁ νησω καλουμενη πατμω δια ὁ λογον ὁ θεου και δια ὁ μαρτυριαν ιησου χριστου ο τη,"MISSING: TR has 'Χριστῷ,' (G5547), no match anywhere in DB verse"
Rev,1,11,extra_word,1,yes,"λεγούσης ἐγώ ἐιμι τὸ Α καὶ τὸ Ω, ὃ πρῶτος καὶ ὁ ἔσχατος· καὶ ὃ βλέπεις γράψον εἰς βιβλίον καὶ πέμψον ταῖς ἐκκλησίαις ταῖς ἐν Ἀσίᾳ· εἰς Ἔφεσον καὶ εἰς Σμύρναν καὶ εἰς Πέργαμον καὶ εἰς Θυάτειρα καὶ εἰς Σάρδεις καὶ εἰς Φιλαδέλφειαν καὶ εἰς Λαοδίκειαν.¶",λεγουσης εγω ειμι α και ω ὁ πρωτος και ὁ εσχατος και ο βλεπεις γραψον εις βιβλιον και πεμψον ὁ επτα ὁ εκκλησιαις ὁ εν ὁ ασια εις εφεσον και εις σμυρναν και εις περγαμον και εις θυατειρα και εις σαρδεις και εις φιλαδελφειαν και εις λαοδικειαν,"EXTRA: DB has 'επτα' (G2033), no TR counterpart anywhere in verse"
Rev,1,16,extra_word,1,yes,καὶ ἔχων ἐν τῇ δεξιᾷ χειρὶ αὐτοῦ ἀστέρας ἑπτὰ καὶ ἐκ τοῦ στόματος αὐτοῦ ῥομφαία δίστομος ὀξεῖα ἐκπορευομένη καὶ ἡ ὄψις αὐτοῦ ὡς ὁ ἥλιος φαίνει ἐν τῇ δυνάμει αὐτοῦ.¶,και εχων εν αυτου δεξια επτα αστερας και εκ ὁ αυτου ὁ στοματος εκπορευομενη οξεια διστομος ρομφαια και αυτου ὁ οψις ως ὁ ηλιος φαινει εν αυτου ὁ δυναμει τη χειρι,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Rev,1,20,extra_word,1,yes,τὸ μυστήριον τῶν ἑπτὰ ἀστέρων ὧν εἶδες ἐπὶ τῆς δεξιᾶς μου καὶ τὰς ἑπτὰ λυχνίας τὰς χρυσᾶς· οἱ ἑπτὰ ἀστέρες ἄγγελοι τῶν ἑπτὰ ἐκκλησιῶν εἰσιν καὶ αἱ λυχνίαι ἅς εἶδες ἑπτὰ ἑπτὰ ἐκκλησίαι εἰσίν.¶,μυστηριον επτα αστερων ων ειδες επι μου δεξιας και ὁ επτα ὁ χρυσας ὁ λυχνιας ὁ επτα ὁ αστερες εισιν αγγελοι ὁ επτα ὁ εκκλησιων και ὁ επτα ὁ λυχνιαι ας ειδες εισιν επτα εκκλησιαι,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Rev,2,1,extra_word,1,yes,"Τῷ ἀγγέλῳ τῆς Ἐφέσίνης ἐκκλησίας γράψον· τάδε λέγει ὁ κρατῶν τοὺς ἑπτὰ ἀστέρας ἐν τῇ δεξιᾷ αὐτοῦ, ὁ περιπατῶν ἐν μέσῳ τῶν ἑπτὰ λυχνιῶν τῶν χρυσῶν·",αγγελω εκκλησιας ὁ εφεσινης γραψον ταδε λεγει ὁ κρατων ὁ επτα ὁ αστερας εν αυτου ὁ δεξια ὁ περιπατων εν μεσω ὁ επτα χρυσων ὁ λυχνιων των,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Rev,2,5,word_substitution,1,yes,"μνημόνευε οὖν πόθεν ἐκπέπτωκας καὶ μετανόησον καὶ τὰ πρῶτα ἔργα ποίησον· εἰ δὲ μή, ἔρχομαί σοι τάχει καὶ κινήσω τὴν λυχνίαν σου ἐκ τοῦ τόπου αὐτῆς, ἐὰν μὴ μετανοήσῃς.",μνημονευε ουν ποθεν εκπεπτωκας και μετανοησον και ποιησον πρωτα εργα δε εἰ μη ερχομαι σοι ταχυ και κινησω σου ὁ λυχνιαν εκ ὁ αυτης ὁ τοπου ἐάν μη μετανοησης,"DIFFERENT FORM: same Strong's G5034, TR 'τάχει' vs DB 'ταχυ'"
Rev,2,8,extra_word,1,yes,"Καὶ τῷ ἀγγέλῳ τῆς ἐκκλησίας γράψον· τάδε λέγει ὁ πρῶτος καὶ ὁ ἔσχατος, ὃς ἐγένετο νεκρὸς καὶ ἔζησεν·",και ὁ αγγελω ὁ εκκλησιας σμυρναιων γραψον ταδε λεγει πρωτος και εσχατος ος εγενετο νεκρος και εζησεν ο ο,"EXTRA: DB has 'σμυρναιων' (G4668), no TR counterpart anywhere in verse"
Rev,2,12,extra_word,1,yes,Καὶ τῷ ἀγγέλῳ τῆς ἐν Περγάμῳ ἐκκλησίας γράψον· τάδε λέγει ὁ ἔχων τὴν ῥομφαίαν τὴν δίστομον τὴν ὀξεῖαν·,και ὁ αγγελω εκκλησιας εν περγαμω γραψον ταδε λεγει εχων ὁ οξειαν ὁ ρομφαιαν διστομον της ο την την,"EXTRA: DB has 'ο' (G3588), no TR counterpart anywhere in verse"
Rev,2,14,missing_word,1,yes,"ἀλλ᾽ ἔχω κατὰ σοῦ ὀλίγα ὅτι ἔχεις ἐκεῖ κρατοῦντας τὴν διδαχὴν Βαλαάμ, ὃς ἐδίδασκεν ἕν τῷ Βαλὰκ βαλεῖν σκάνδαλον ἐνώπιον τῶν υἱῶν Ἰσραὴλ φαγεῖν εἰδωλόθυτα καὶ πορνεῦσαι.",αλλ εχω ολιγα κατα σου οτι εχεις εκει κρατουντας ὁ διδαχην βαλααμ ος εδιδασκεν ὁ βαλακ βαλειν σκανδαλον ενωπιον ὁ υιων ισραηλ φαγειν ειδωλοθυτα και πορνευσαι,"MISSING: TR has 'ἕν' (G1722), no match anywhere in DB verse"
Rev,2,15,extra_word,2,yes,οὕτως ἔχεις καὶ σὺ κρατοῦντας τὴν διδαχὴν τῶν Νικολαϊτῶν,ουτως εχεις συ και κρατουντας ὁ διδαχην ὁ νικολαιτων ο μισω,"EXTRA: DB has 'ο' (G3739), no TR counterpart anywhere in verse | EXTRA: DB has 'μισω' (G3404), no TR counterpart anywhere in verse"
Rev,2,20,extra_word,1,yes,"ἀλλ᾽ ἔχω κατὰ σοῦ ὀλίγα ὅτι ἐᾷς τὴν γυναῖκα Ἰεζάβελ, τὴν ἑαυτὴν προφῆτιν διδάσκειν καὶ πλανᾶσθαι ἐμοὺς δούλους πορνεῦσαι καὶ φαγεῖν εἰδωλόθυτα.",αλλ εχω ολιγα κατα σου οτι εας ὁ γυναικα ιεζαβηλ λεγουσαν εαυτην προφητιν διδασκειν και πλανασθαι εμους δουλους πορνευσαι και φαγειν ειδωλοθυτα την,"EXTRA: DB has 'λεγουσαν' (G3004), no TR counterpart anywhere in verse"
Rev,2,21,extra_word,1,yes,καὶ ἔδωκα αὐτῇ χρόνον ἵνα μετανοήσῃ καὶ οὐ ἐκ τῆς πορνείας αὐτῆς.,και εδωκα αυτη χρονον ινα μετανοηση εκ αυτης ὁ πορνειας και μετενοησεν ου,"EXTRA: DB has 'μετενοησεν' (G3340), no TR counterpart anywhere in verse"
Rev,2,27,extra_word,6,yes,"καὶ ποιμανεῖ αὐτοὺς ἐν ῥάβδῳ σιδηρᾷ, ὡς τὰ σκεύη τὰ κεραμικὰ συντρίβεται",και ποιμανει αυτους εν ραβδω σιδηρα ὁ σκευη κεραμικα συντριβεται ως καγω ειληφα παρα μου ὁ πατρος τα,"EXTRA: DB has 'καγω' (G2504), no TR counterpart anywhere in verse | EXTRA: DB has 'ειληφα' (G2983), no TR counterpart anywhere in verse | EXTRA: DB has 'παρα' (G3844), no TR counterpart anywhere in verse | EXTRA: DB has 'μου' (G1473), no TR counterpart anywhere in verse | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse | EXTRA: DB has 'πατρος' (G3962), no TR counterpart anywhere in verse"
Rev,3,2,extra_word,1,yes,γίνου γρηγορῶν καὶ στήρισον τὰ λοιπὰ ἃ ἀποθανεῖν· οὐ γὰρ εὕρηκά σου τὰ ἔργα πεπληρωμένα ἐνώπιον τοῦ θεοῦ,γινου γρηγορων και στηριξον λοιπα α μελλει αποθανειν γαρ ου ευρηκα σου ὁ εργα πεπληρωμενα ενωπιον ὁ θεου τα,"EXTRA: DB has 'μελλει' (G3195), no TR counterpart anywhere in verse"
Rev,3,10,extra_word,1,yes,"ὅτι ἐτήρησας τὸν λόγον τῆς ὑπομονῆς μου, κἀγώ σε τηρήσω ἐκ τῆς ὥρας τοῦ πειρασμοῦ τῆς μελλούσης ἔρχεσθαι ἐπὶ τῆς οἰκουμένης ὅλης πειράσαι τοὺς κατοικοῦντας ἐπὶ τῆς γῆς.",οτι ετηρησας ὁ λογον ὁ μου ὁ υπομονης καγω τηρησω σε εκ ὁ ωρας ὁ πειρασμου μελλουσης ερχεσθαι επι ολης ὁ οικουμενης πειρασαι κατοικουντας επι ὁ γης της τους,"EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Rev,3,12,mixed_content,3,yes,"ὁ νικῶν, ποιήσω αὐτὸν στῦλον ἐν τῷ ναῷ τοῦ θεοῦ μου, καὶ ἔξω οὐ μὴ ἐξέλθῃ ἔτι, καὶ γράψω ἐπ᾽ αὐτὸν τὸ ὄνομα τοῦ θεοῦ μου καὶ τὸ ὄνομα τῆς πόλεως τοῦ θεοῦ μου, τῆς καινῆς Ἰερουσαλήμ, ἡ καταβαίνουσα ἐκ τοῦ οὐρανοῦ ἀπὸ τοῦ θεοῦ μου, καὶ τὸ ὄνομά μου τὸ καινόν.",νικων ποιησω αυτον στυλον εν ναω ὁ μου ὁ θεου και εξελθη οὐ μη ετι εξω και γραψω επ αυτον ὁ ονομα ὁ μου ὁ θεου και ὁ ονομα ὁ πολεως ὁ μου ὁ θεου ὁ καινης ιερουσαλημ η καταβαινει εκ ὁ ουρανου απο μου ὁ θεου και μου ὁ καινον ὁ ονομα,"STRONGS MISMATCH: word text matches ('ἡ'); expected Strong's (TR/TAGNT G3588, cross-walked to this DB's lexeme numbering: G3588) vs DB actual 'η'=G3739 | DIFFERENT FORM: same Strong's G2597, TR 'καταβαίνουσα' vs DB 'καταβαινει' | EXTRA: DB has 'ὁ' (G3588), no TR counterpart anywhere in verse"
Rev,3,14,extra_word,1,yes,"Καὶ τῷ ἀγγέλῳ τῆς ἐκκλησίας γράψον· τάδε λέγει ὁ ἀμήν, ὁ μάρτυς ὁ πιστὸς καὶ ἀληθινός, ἡ ἀρχὴ τῆς κτίσεως τοῦ θεοῦ·",και αγγελω ὁ εκκλησιας λαοδικεων γραψον ταδε λεγει αμην ὁ πιστος και αληθινος ὁ μαρτυς ὁ αρχη ὁ κτισεως ὁ θεου ο ο,"EXTRA: DB has 'λαοδικεων' (G2994), no TR counterpart anywhere in verse"
